date,campaign_id,channel,spend,impressions,clicks,conversions,revenue,roas
2026-01-03 15:00:00,CMP-00063,Display,585.0,96675,1420,65,3263.0,5.578
2026-01-03 16:00:00,CMP-00064,Social,243.0,19672,493,29,1452.0,5.975
2026-01-03 17:00:00,CMP-00065,Social,779.0,62436,1454,86,5456.0,7.004
2026-01-03 18:00:00,CMP-00066,Social,453.0,49356,990,46,2340.0,5.166
2026-01-03 19:00:00,CMP-00067,Search,337.0,27237,1336,76,5027.0,14.917
2026-01-03 20:00:00,CMP-00068,Search,527.0,40704,1874,69,3967.0,7.528
2026-01-03 21:00:00,CMP-00069,Social,510.0,35978,816,49,3244.0,6.361
2026-01-03 22:00:00,CMP-00070,Search,501.0,65339,3256,208,13389.0,26.725
2026-01-03 23:00:00,CMP-00071,Social,728.0,92695,1786,100,6643.0,9.125
2026-01-04 00:00:00,CMP-00072,Affiliate,543.0,71414,1353,71,3780.0,6.961
2026-01-04 01:00:00,CMP-00073,Search,320.0,46420,2036,135,8382.0,26.194
2026-01-04 02:00:00,CMP-00074,Search,410.0,39318,1827,117,7649.0,18.656
2026-01-04 03:00:00,CMP-00075,Search,917.0,147661,6487,309,13128.0,14.316
2026-01-04 04:00:00,CMP-00076,Search,304.0,42758,1649,84,6301.0,20.727
2026-01-04 05:00:00,CMP-00077,Display,581.0,86288,928,49,3952.0,6.802
2026-01-04 06:00:00,CMP-00078,Social,741.0,103225,2724,151,10188.0,13.749
2026-01-04 07:00:00,CMP-00079,Display,609.0,60552,869,61,4030.0,6.617
2026-01-04 08:00:00,CMP-00080,Display,492.0,44837,506,19,1214.0,2.467
2026-01-04 09:00:00,CMP-00081,Social,532.0,56645,954,63,3450.0,6.485
2026-01-04 10:00:00,CMP-00082,Display,629.0,44453,250,17,967.0,1.537
2026-01-04 11:00:00,CMP-00083,Search,302.0,33111,1711,97,6561.0,21.725
2026-01-04 12:00:00,CMP-00084,Search,470.0,30430,1171,61,2944.0,6.264
2026-01-04 13:00:00,CMP-00085,Search,1264.0,76388,3847,204,9668.0,7.649
2026-01-04 14:00:00,CMP-00086,Display,590.0,95854,779,58,3134.0,5.312
2026-01-04 15:00:00,CMP-00087,Social,501.0,68049,1675,74,4778.0,9.537
2026-01-04 16:00:00,CMP-00088,Search,389.0,47381,2271,103,5082.0,13.064
2026-01-04 17:00:00,CMP-00089,Social,304.0,29646,673,44,2453.0,8.069
2026-01-04 18:00:00,CMP-00090,Search,541.0,66412,3509,188,10703.0,19.784
2026-01-04 19:00:00,CMP-00091,Display,561.0,88679,1060,72,3447.0,6.144
2026-01-04 20:00:00,CMP-00092,Social,453.0,59688,1584,116,3898.0,8.605
2026-01-04 21:00:00,CMP-00093,Social,1516.0,191429,4595,373,17805.0,11.745
2026-01-04 22:00:00,CMP-00094,Search,319.0,35288,1677,104,6303.0,19.759
2026-01-04 23:00:00,CMP-00095,Social,278.0,27251,924,53,3332.0,11.986
2026-01-05 00:00:00,CMP-00096,Social,392.0,53641,1289,77,4847.0,12.365
2026-01-05 01:00:00,CMP-00097,Search,461.0,77405,3981,177,11345.0,24.61
2026-01-05 02:00:00,CMP-00098,Search,295.0,31483,1361,66,3415.0,11.576
2026-01-05 03:00:00,CMP-00099,Affiliate,535.0,55181,838,33,1637.0,3.06
2026-01-05 04:00:00,CMP-00100,Affiliate,564.0,60400,820,47,2902.0,5.145
2026-01-05 05:00:00,CMP-00101,Display,666.0,71135,535,34,1900.0,2.853
2026-01-05 06:00:00,CMP-00102,Search,358.0,60490,2853,168,11268.0,31.475
2026-01-05 07:00:00,CMP-00103,Affiliate,879.0,121078,1403,50,3091.0,3.516
2026-01-05 08:00:00,CMP-00104,Display,644.0,64084,547,16,1133.0,1.759
2026-01-05 09:00:00,CMP-00105,Display,315.0,31772,415,37,1974.0,6.267
2026-01-05 10:00:00,CMP-00106,Social,295.0,31679,757,48,3296.0,11.173
2026-01-05 11:00:00,CMP-00107,Search,406.0,25999,1141,60,4701.0,11.579
2026-01-05 12:00:00,CMP-00108,Search,565.0,66703,3002,168,9834.0,17.405
2026-01-05 13:00:00,CMP-00109,Affiliate,607.0,90595,1032,97,6110.0,10.066
2026-01-05 14:00:00,CMP-00110,Social,643.0,85301,1995,122,5941.0,9.24
2026-01-05 15:00:00,CMP-00111,Search,1224.0,100155,4564,76,5087.0,4.156
2026-01-05 16:00:00,CMP-00112,Search,147.0,20592,871,79,5474.0,37.238
2026-01-05 17:00:00,CMP-00113,Social,161.0,22401,799,30,1592.0,9.888
2026-01-05 18:00:00,CMP-00114,Search,447.0,39729,1580,89,5684.0,12.716
2026-01-05 19:00:00,CMP-00115,Affiliate,1173.0,150749,1443,58,3527.0,3.007
2026-01-05 20:00:00,CMP-00116,Display,681.0,86626,840,36,2229.0,3.273
2026-01-05 21:00:00,CMP-00117,Display,269.0,40989,820,49,3240.0,12.045
2026-01-05 22:00:00,CMP-00118,Social,521.0,39058,752,29,1832.0,3.516
2026-01-05 23:00:00,CMP-00119,Social,433.0,35260,923,48,2717.0,6.275
2026-01-06 00:00:00,CMP-00120,Social,425.0,48219,1275,76,5041.0,11.861
2026-01-06 01:00:00,CMP-00121,Social,355.0,23023,602,28,1935.0,5.451
2026-01-06 02:00:00,CMP-00122,Search,500.0,52857,2661,91,4774.0,9.548
2026-01-06 03:00:00,CMP-00123,Social,800.0,117363,3566,163,9451.0,11.814
2026-01-06 04:00:00,CMP-00124,Search,372.0,28405,1276,69,2782.0,7.478
2026-01-06 05:00:00,CMP-00125,Social,645.0,71333,1865,105,6703.0,10.392
2026-01-06 06:00:00,CMP-00126,Search,702.0,118549,4340,154,10816.0,15.407
2026-01-06 07:00:00,CMP-00127,Search,876.0,101310,4634,276,15298.0,17.463
2026-01-06 08:00:00,CMP-00128,Search,292.0,33526,1402,93,5518.0,18.897
2026-01-06 09:00:00,CMP-00129,Social,479.0,58182,1411,56,3125.0,6.524
2026-01-06 10:00:00,CMP-00130,Search,333.0,26793,1040,50,2708.0,8.132
2026-01-06 11:00:00,CMP-00131,Affiliate,500.0,38094,540,26,1568.0,3.136
2026-01-06 12:00:00,CMP-00132,Social,498.0,66985,1197,44,2207.0,4.432
2026-01-06 13:00:00,CMP-00133,Search,252.0,26090,1245,82,4563.0,18.107
2026-01-06 14:00:00,CMP-00134,Social,515.0,47323,957,72,3525.0,6.845
2026-01-06 15:00:00,CMP-00135,Search,1254.0,79570,3320,191,12203.0,9.731
2026-01-06 16:00:00,CMP-00136,Affiliate,608.0,93063,1596,61,3684.0,6.059
2026-01-06 17:00:00,CMP-00137,Social,223.0,14173,415,25,1342.0,6.018
2026-01-06 18:00:00,CMP-00138,Display,282.0,40184,649,39,2276.0,8.071
2026-01-06 19:00:00,CMP-00139,Search,467.0,47642,2385,124,6918.0,14.814
2026-01-06 20:00:00,CMP-00140,Social,285.0,35868,817,52,3611.0,12.67
2026-01-06 21:00:00,CMP-00141,Social,853.0,74419,2236,122,6538.0,7.665
2026-01-06 22:00:00,CMP-00142,Affiliate,207.0,15958,99,7,450.0,2.174
2026-01-06 23:00:00,CMP-00143,Social,610.0,72390,2054,107,5451.0,8.936
2026-01-07 00:00:00,CMP-00144,Social,181.0,24709,587,44,2910.0,16.077
2026-01-07 01:00:00,CMP-00145,Search,463.0,37736,1506,93,6359.0,13.734
2026-01-07 02:00:00,CMP-00146,Search,262.0,28295,1340,99,6816.0,26.015
2026-01-07 03:00:00,CMP-00147,Social,665.0,72426,2025,122,8871.0,13.34
2026-01-07 04:00:00,CMP-00148,Social,783.0,65582,1869,76,4630.0,5.913
2026-01-07 05:00:00,CMP-00149,Search,564.0,68895,3090,209,14709.0,26.08
2026-01-07 06:00:00,CMP-00150,Display,801.0,60918,730,48,3564.0,4.449
2026-01-07 07:00:00,CMP-00151,Affiliate,96.0,11142,129,7,327.0,3.406
2026-01-07 08:00:00,CMP-00152,Search,512.0,37108,1717,90,4677.0,9.135
2026-01-07 09:00:00,CMP-00153,Social,606.0,68726,1966,85,3659.0,6.038
2026-01-07 10:00:00,CMP-00154,Search,645.0,60807,2861,198,13585.0,21.062
2026-01-07 11:00:00,CMP-00155,Display,149.0,16352,264,9,386.0,2.591
2026-01-07 12:00:00,CMP-00156,Search,588.0,63334,2416,109,4382.0,7.452
2026-01-07 13:00:00,CMP-00157,Display,652.0,104236,1179,69,3245.0,4.977
2026-01-07 14:00:00,CMP-00158,Display,509.0,57971,369,18,731.0,1.436
2026-01-07 15:00:00,CMP-00159,Display,224.0,33607,430,13,789.0,3.522
2026-01-07 16:00:00,CMP-00160,Search,353.0,29942,1587,60,2829.0,8.014
2026-01-07 17:00:00,CMP-00161,Affiliate,855.0,84413,848,35,1438.0,1.682
2026-01-07 18:00:00,CMP-00162,Search,808.0,55153,2439,108,6219.0,7.697
2026-01-07 19:00:00,CMP-00163,Search,600.0,63769,3002,179,10413.0,17.355
2026-01-07 20:00:00,CMP-00164,Social,672.0,89750,1527,87,3419.0,5.088
2026-01-07 21:00:00,CMP-00165,Social,762.0,115975,2697,158,8036.0,10.546
2026-01-07 22:00:00,CMP-00166,Display,597.0,72983,966,57,3263.0,5.466
2026-01-07 23:00:00,CMP-00167,Display,843.0,109933,234,12,653.0,0.775
2026-01-08 00:00:00,CMP-00168,Search,829.0,65904,2731,145,7932.0,9.568
2026-01-08 01:00:00,CMP-00169,Affiliate,1447.0,92742,1470,74,5165.0,3.569
2026-01-08 02:00:00,CMP-00170,Search,361.0,53097,2572,145,11522.0,31.917
2026-01-08 03:00:00,CMP-00171,Social,365.0,28606,764,39,2140.0,5.863
2026-01-08 04:00:00,CMP-00172,Search,67.0,4691,258,15,672.0,10.03
2026-01-08 05:00:00,CMP-00173,Affiliate,575.0,93800,1199,46,2560.0,4.452
2026-01-08 06:00:00,CMP-00174,Search,1139.0,189059,9114,396,23737.0,20.84
2026-01-08 07:00:00,CMP-00175,Search,876.0,111942,4862,322,18504.0,21.123
2026-01-08 08:00:00,CMP-00176,Social,713.0,72476,1856,59,3782.0,5.304
2026-01-08 09:00:00,CMP-00177,Affiliate,905.0,137248,1332,83,6650.0,7.348
2026-01-08 10:00:00,CMP-00178,Affiliate,611.0,50419,836,61,2493.0,4.08
2026-01-08 11:00:00,CMP-00179,Display,408.0,43751,832,25,1323.0,3.243
2026-01-08 12:00:00,CMP-00180,Affiliate,1277.0,126770,2145,93,6827.0,5.346
2026-01-08 13:00:00,CMP-00181,Affiliate,589.0,94473,978,57,3008.0,5.107
2026-01-08 14:00:00,CMP-00182,Social,821.0,132325,2782,212,13970.0,17.016
2026-01-08 15:00:00,CMP-00183,Search,95.0,12501,666,29,1865.0,19.632
2026-01-08 16:00:00,CMP-00184,Display,110.0,7939,102,7,493.0,4.482
2026-01-08 17:00:00,CMP-00185,Display,520.0,58781,775,31,2391.0,4.598
2026-01-08 18:00:00,CMP-00186,Social,286.0,24878,537,36,2208.0,7.72
2026-01-08 19:00:00,CMP-00187,Search,545.0,85750,4062,189,7662.0,14.059
2026-01-08 20:00:00,CMP-00188,Display,364.0,27381,240,20,1020.0,2.802
2026-01-08 21:00:00,CMP-00189,Search,1551.0,102325,4811,360,28750.0,18.536
2026-01-08 22:00:00,CMP-00190,Affiliate,789.0,108477,1979,99,4342.0,5.503
2026-01-08 23:00:00,CMP-00191,Search,948.0,104148,5327,244,15364.0,16.207
2026-01-09 00:00:00,CMP-00192,Search,126.0,19179,909,29,953.0,7.563
2026-01-09 01:00:00,CMP-00193,Display,709.0,48360,306,17,756.0,1.066
2026-01-09 02:00:00,CMP-00194,Search,434.0,64283,2881,131,8760.0,20.184
2026-01-09 03:00:00,CMP-00195,Search,957.0,61350,3224,189,11030.0,11.526
2026-01-09 04:00:00,CMP-00196,Social,658.0,41511,918,26,1410.0,2.143
2026-01-09 05:00:00,CMP-00197,Affiliate,467.0,51717,621,46,2293.0,4.91
2026-01-09 06:00:00,CMP-00198,Search,238.0,20073,1067,45,1712.0,7.193
2026-01-09 07:00:00,CMP-00199,Search,515.0,64534,3150,166,10779.0,20.93
2026-01-09 08:00:00,CMP-00200,Display,846.0,53162,1198,52,2869.0,3.391
2026-01-09 09:00:00,CMP-00201,Affiliate,984.0,62870,568,38,1626.0,1.652
2026-01-09 10:00:00,CMP-00202,Social,394.0,55154,1142,64,3731.0,9.47
2026-01-09 11:00:00,CMP-00203,Search,1426.0,118526,5980,455,29035.0,20.361
2026-01-09 12:00:00,CMP-00204,Search,813.0,107483,4240,243,13606.0,16.736
2026-01-09 13:00:00,CMP-00205,Search,289.0,41180,1777,119,7040.0,24.36
2026-01-09 14:00:00,CMP-00206,Search,252.0,16764,765,35,2043.0,8.107
2026-01-09 15:00:00,CMP-00207,Display,449.0,64958,1060,75,3820.0,8.508
2026-01-09 16:00:00,CMP-00208,Search,394.0,35273,1654,123,7201.0,18.277
2026-01-09 17:00:00,CMP-00209,Social,614.0,63149,1717,101,6601.0,10.751
2026-01-09 18:00:00,CMP-00210,Display,487.0,33861,343,15,1025.0,2.105
2026-01-09 19:00:00,CMP-00211,Social,412.0,62726,1893,88,5800.0,14.078
2026-01-09 20:00:00,CMP-00212,Search,188.0,22875,1390,90,4612.0,24.532
2026-01-09 21:00:00,CMP-00213,Display,668.0,77162,1130,85,5471.0,8.19
2026-01-09 22:00:00,CMP-00214,Display,178.0,29644,353,24,1504.0,8.449
2026-01-09 23:00:00,CMP-00215,Display,814.0,78791,503,17,865.0,1.063
2026-01-10 00:00:00,CMP-00216,Search,136.0,21486,938,43,2294.0,16.868
2026-01-10 01:00:00,CMP-00217,Search,171.0,23797,1030,50,3240.0,18.947
2026-01-10 02:00:00,CMP-00218,Affiliate,288.0,46695,454,32,2297.0,7.976
2026-01-10 03:00:00,CMP-00219,Social,375.0,59946,1430,66,2632.0,7.019
2026-01-10 04:00:00,CMP-00220,Search,334.0,56450,2966,193,14359.0,42.991
2026-01-10 05:00:00,CMP-00221,Social,374.0,27857,863,55,3830.0,10.241
2026-01-10 06:00:00,CMP-00222,Display,550.0,81158,896,37,2220.0,4.036
2026-01-10 07:00:00,CMP-00223,Affiliate,292.0,43360,274,18,1001.0,3.428
2026-01-10 08:00:00,CMP-00224,Search,553.0,72377,3654,148,9162.0,16.568
2026-01-10 09:00:00,CMP-00225,Affiliate,96.0,8704,119,9,464.0,4.833
2026-01-10 10:00:00,CMP-00226,Search,286.0,47523,1846,120,6747.0,23.591
2026-01-10 11:00:00,CMP-00227,Social,166.0,13692,372,18,778.0,4.687
2026-01-10 12:00:00,CMP-00228,Social,810.0,93112,2595,193,7833.0,9.67
2026-01-10 13:00:00,CMP-00229,Search,314.0,36852,1317,90,7319.0,23.309
2026-01-10 14:00:00,CMP-00230,Search,647.0,50337,2098,94,5511.0,8.518
2026-01-10 15:00:00,CMP-00231,Social,147.0,20503,515,23,1381.0,9.395
2026-01-10 16:00:00,CMP-00232,Affiliate,976.0,68100,1029,39,2250.0,2.305
2026-01-10 17:00:00,CMP-00233,Social,502.0,68392,1562,111,5519.0,10.994
2026-01-10 18:00:00,CMP-00234,Affiliate,1217.0,186624,1710,67,3680.0,3.024
2026-01-10 19:00:00,CMP-00235,Display,472.0,46460,735,24,1414.0,2.996
2026-01-10 20:00:00,CMP-00236,Social,189.0,26088,626,33,1849.0,9.783
2026-01-10 21:00:00,CMP-00237,Display,265.0,20469,311,15,757.0,2.857
2026-01-10 22:00:00,CMP-00238,Search,419.0,64129,2585,98,6154.0,14.687
2026-01-10 23:00:00,CMP-00239,Search,271.0,44640,1778,126,7545.0,27.841
2026-01-11 00:00:00,CMP-00240,Display,770.0,59133,830,68,4211.0,5.469
2026-01-11 01:00:00,CMP-00241,Display,494.0,67235,866,38,2472.0,5.004
2026-01-11 02:00:00,CMP-00242,Search,273.0,31570,1552,96,5404.0,19.795
2026-01-11 03:00:00,CMP-00243,Social,711.0,84228,1943,96,5406.0,7.603
2026-01-11 04:00:00,CMP-00244,Social,389.0,53570,1178,68,4952.0,12.73
2026-01-11 05:00:00,CMP-00245,Affiliate,695.0,79064,1339,59,2865.0,4.122
2026-01-11 06:00:00,CMP-00246,Social,355.0,44742,908,46,1806.0,5.087
2026-01-11 07:00:00,CMP-00247,Social,624.0,53289,1573,83,5275.0,8.454
2026-01-11 08:00:00,CMP-00248,Social,382.0,38824,1201,43,2223.0,5.819
2026-01-11 09:00:00,CMP-00249,Social,770.0,119485,3415,223,10532.0,13.678
2026-01-11 10:00:00,CMP-00250,Display,149.0,10741,91,3,201.0,1.349
2026-01-11 11:00:00,CMP-00251,Affiliate,227.0,28541,240,12,679.0,2.991
2026-01-11 12:00:00,CMP-00252,Social,439.0,35239,785,29,1316.0,2.998
2026-01-11 13:00:00,CMP-00253,Search,322.0,49304,1955,91,7039.0,21.86
2026-01-11 14:00:00,CMP-00254,Search,375.0,46385,1881,162,6787.0,18.099
2026-01-11 15:00:00,CMP-00255,Display,661.0,68965,996,42,2400.0,3.631
2026-01-11 16:00:00,CMP-00256,Display,371.0,32455,432,27,1056.0,2.846
2026-01-11 17:00:00,CMP-00257,Search,563.0,60833,2447,131,7953.0,14.126
2026-01-11 18:00:00,CMP-00258,Search,285.0,47121,2273,132,6810.0,23.895
2026-01-11 19:00:00,CMP-00259,Social,129.0,14965,396,18,1191.0,9.233
2026-01-11 20:00:00,CMP-00260,Search,693.0,77369,3855,276,15960.0,23.03
2026-01-11 21:00:00,CMP-00261,Display,1087.0,154451,2208,138,9868.0,9.078
2026-01-11 22:00:00,CMP-00262,Search,533.0,54203,2699,196,10526.0,19.749
2026-01-11 23:00:00,CMP-00263,Search,452.0,48371,2222,131,5496.0,12.159
2026-01-12 00:00:00,CMP-00264,Affiliate,504.0,48920,761,56,3381.0,6.708
2026-01-12 01:00:00,CMP-00265,Search,908.0,69553,2894,222,12315.0,13.563
2026-01-12 02:00:00,CMP-00266,Search,536.0,74246,3326,209,8320.0,15.522
2026-01-12 03:00:00,CMP-00267,Search,710.0,110783,4939,407,19311.0,27.199
2026-01-12 04:00:00,CMP-00268,Search,694.0,110772,4947,352,17821.0,25.679
2026-01-12 05:00:00,CMP-00269,Search,803.0,125981,5976,280,20595.0,25.648
2026-01-12 06:00:00,CMP-00270,Search,447.0,49034,2323,129,8395.0,18.781
2026-01-12 07:00:00,CMP-00271,Search,353.0,32210,1458,77,4198.0,11.892
2026-01-12 08:00:00,CMP-00272,Search,628.0,81747,3614,273,17119.0,27.26
2026-01-12 09:00:00,CMP-00273,Social,774.0,127723,2803,114,4287.0,5.539
2026-01-12 10:00:00,CMP-00274,Display,849.0,118839,2039,131,6858.0,8.078
2026-01-12 11:00:00,CMP-00275,Social,965.0,110428,2955,124,7689.0,7.968
2026-01-12 12:00:00,CMP-00276,Search,739.0,100333,4194,265,15808.0,21.391
2026-01-12 13:00:00,CMP-00277,Social,342.0,49582,1200,79,4156.0,12.152
2026-01-12 14:00:00,CMP-00278,Affiliate,533.0,85876,427,25,1440.0,2.702
2026-01-12 15:00:00,CMP-00279,Affiliate,508.0,73128,894,40,2455.0,4.833
2026-01-12 16:00:00,CMP-00280,Search,479.0,51564,2338,151,8744.0,18.255
2026-01-12 17:00:00,CMP-00281,Search,629.0,56670,2340,143,9525.0,15.143
2026-01-12 18:00:00,CMP-00282,Search,425.0,48869,2491,132,8077.0,19.005
2026-01-12 19:00:00,CMP-00283,Search,425.0,40842,1684,128,8078.0,19.007
2026-01-12 20:00:00,CMP-00284,Social,1120.0,183348,5124,239,17957.0,16.033
2026-01-12 21:00:00,CMP-00285,Social,459.0,53187,1859,109,7224.0,15.739
2026-01-12 22:00:00,CMP-00286,Search,800.0,89540,4470,237,17872.0,22.34
2026-01-12 23:00:00,CMP-00287,Social,823.0,80902,1972,108,5538.0,6.729
2026-01-13 00:00:00,CMP-00288,Social,540.0,70380,1399,101,4250.0,7.87
2026-01-13 01:00:00,CMP-00289,Search,434.0,50867,2063,114,6452.0,14.866
2026-01-13 02:00:00,CMP-00290,Display,291.0,21590,222,14,780.0,2.68
2026-01-13 03:00:00,CMP-00291,Search,176.0,27387,1134,101,7332.0,41.659
2026-01-13 04:00:00,CMP-00292,Affiliate,652.0,64868,579,24,1121.0,1.719
2026-01-13 05:00:00,CMP-00293,Search,586.0,63044,2752,104,5950.0,10.154
2026-01-13 06:00:00,CMP-00294,Display,701.0,57918,665,28,1737.0,2.478
2026-01-13 07:00:00,CMP-00295,Affiliate,365.0,44118,641,17,1003.0,2.748
2026-01-13 08:00:00,CMP-00296,Affiliate,1177.0,161515,1139,29,1632.0,1.387
2026-01-13 09:00:00,CMP-00297,Display,612.0,96040,897,43,2648.0,4.327
2026-01-13 10:00:00,CMP-00298,Display,450.0,29554,372,19,1307.0,2.904
2026-01-13 11:00:00,CMP-00299,Social,123.0,20549,469,32,2347.0,19.081
2026-01-13 12:00:00,CMP-00300,Display,388.0,53318,1022,60,3500.0,9.021
2026-01-13 13:00:00,CMP-00301,Search,718.0,65533,2979,190,9470.0,13.189
2026-01-13 14:00:00,CMP-00302,Social,952.0,78532,1428,63,4621.0,4.854
2026-01-13 15:00:00,CMP-00303,Social,488.0,45173,1200,65,3070.0,6.291
2026-01-13 16:00:00,CMP-00304,Affiliate,1030.0,161019,2272,172,13056.0,12.676
2026-01-13 17:00:00,CMP-00305,Social,279.0,25682,668,43,3072.0,11.011
2026-01-13 18:00:00,CMP-00306,Social,595.0,65991,1342,87,6342.0,10.659
2026-01-13 19:00:00,CMP-00307,Social,603.0,82991,2669,94,6096.0,10.109
2026-01-13 20:00:00,CMP-00308,Search,654.0,101970,4067,283,10436.0,15.957
2026-01-13 21:00:00,CMP-00309,Search,524.0,69400,3299,243,11569.0,22.078
2026-01-13 22:00:00,CMP-00310,Social,578.0,82562,2102,123,7511.0,12.995
2026-01-13 23:00:00,CMP-00311,Social,275.0,21743,599,36,1845.0,6.709
2026-01-14 00:00:00,CMP-00312,Search,906.0,141802,7396,385,21116.0,23.307
2026-01-14 01:00:00,CMP-00313,Social,761.0,68740,1872,93,5964.0,7.837
2026-01-14 02:00:00,CMP-00314,Social,566.0,41952,860,52,2928.0,5.173
2026-01-14 03:00:00,CMP-00315,Search,770.0,128887,6339,371,16995.0,22.071
2026-01-14 04:00:00,CMP-00316,Social,921.0,75688,1678,117,7822.0,8.493
